k,ct,n,h,td,b
1,HEAT_HIGH_T,GERMANY,10,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,11,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,12,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,4,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,5,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,6,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,7,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,8,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,9,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,10,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,11,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,13,12,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,14,1,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,14,2,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,14,3,0.4859307535192673
1,HEAT_HIGH_T,GERMANY,14,4,0.4859307535192673
