k,ct,n,h,td,D
4,HEAT_LOW_T_DHN,GERMANY,4,1,1.173362251990568
4,HEAT_LOW_T_DHN,GERMANY,4,2,1.4625570514020367
4,HEAT_LOW_T_DHN,GERMANY,4,3,1.057752591182254
4,HEAT_LOW_T_DHN,GERMANY,4,4,1.0321201011405705
4,HEAT_LOW_T_DHN,GERMANY,4,5,0.3837683381093502
4,HEAT_LOW_T_DHN,GERMANY,4,6,1.027960332847968
4,HEAT_LOW_T_DHN,GERMANY,4,7,0.3294534781851777
4,HEAT_LOW_T_DHN,GERMANY,4,8,0.36723432058936467
4,HEAT_LOW_T_DHN,GERMANY,4,9,0.32923901224598673
4,HEAT_LOW_T_DHN,GERMANY,4,10,0.7938234035307055
4,HEAT_LOW_T_DHN,GERMANY,4,11,1.1019570694960201
4,HEAT_LOW_T_DHN,GERMANY,4,12,1.1094944041659538
4,HEAT_LOW_T_DHN,GERMANY,5,1,1.5172132061076127
4,HEAT_LOW_T_DHN,GERMANY,5,2,1.9242091380816504
4,HEAT_LOW_T_DHN,GERMANY,5,3,1.3545108530938137
4,HEAT_LOW_T_DHN,GERMANY,5,4,1.0837900625913441
4,HEAT_LOW_T_DHN,GERMANY,5,5,0.3877773270487648
4,HEAT_LOW_T_DHN,GERMANY,5,6,1.0793243809540094
4,HEAT_LOW_T_DHN,GERMANY,5,7,0.3294698080790237
4,HEAT_LOW_T_DHN,GERMANY,5,8,0.3700278210967731
4,HEAT_LOW_T_DHN,GERMANY,5,9,0.3292395565757822
4,HEAT_LOW_T_DHN,GERMANY,5,10,0.8279762878519072
4,HEAT_LOW_T_DHN,GERMANY,5,11,1.3721950394704194
4,HEAT_LOW_T_DHN,GERMANY,5,12,1.427329660065709
4,HEAT_LOW_T_DHN,GERMANY,6,1,1.6045427567518544
4,HEAT_LOW_T_DHN,GERMANY,6,2,2.0414572315725934
4,HEAT_LOW_T_DHN,GERMANY,6,3,1.4298803894845946
4,HEAT_LOW_T_DHN,GERMANY,6,4,1.0455928078940566
4,HEAT_LOW_T_DHN,GERMANY,6,5,0.3848134513155532
4,HEAT_LOW_T_DHN,GERMANY,6,6,1.041353023121605
4,HEAT_LOW_T_DHN,GERMANY,6,7,0.329457832823536
4,HEAT_LOW_T_DHN,GERMANY,6,8,0.3679626338549369
4,HEAT_LOW_T_DHN,GERMANY,6,9,0.32923901224598673
4,HEAT_LOW_T_DHN,GERMANY,6,10,0.8027286389752177
4,HEAT_LOW_T_DHN,GERMANY,6,11,1.4447705310239911
4,HEAT_LOW_T_DHN,GERMANY,6,12,1.5080515913297106
4,HEAT_LOW_T_DHN,GERMANY,7,1,1.5399830657579372
4,HEAT_LOW_T_DHN,GERMANY,7,2,1.954779788022634
4,HEAT_LOW_T_DHN,GERMANY,7,3,1.3741627916789767
4,HEAT_LOW_T_DHN,GERMANY,7,4,1.0131491191288298
4,HEAT_LOW_T_DHN,GERMANY,7,5,0.38229647034395065
4,HEAT_LOW_T_DHN,GERMANY,7,6,1.009101482773982
4,HEAT_LOW_T_DHN,GERMANY,7,7,0.32944749055743294
4,HEAT_LOW_T_DHN,GERMANY,7,8,0.36620825892598496
4,HEAT_LOW_T_DHN,GERMANY,7,9,0.32923901224598673
4,HEAT_LOW_T_DHN,GERMANY,7,10,0.7812842223754686
4,HEAT_LOW_T_DHN,GERMANY,7,11,1.3821241592591278
4,HEAT_LOW_T_DHN,GERMANY,7,12,1.448376715915181
4,HEAT_LOW_T_DHN,GERMANY,8,1,1.4851494595392225
4,HEAT_LOW_T_DHN,GERMANY,8,2,1.8811608162522404
4,HEAT_LOW_T_DHN,GERMANY,8,3,1.3268387593106539
4,HEAT_LOW_T_DHN,GERMANY,8,4,0.9798306923832065
4,HEAT_LOW_T_DHN,GERMANY,8,5,0.37971090381819117
4,HEAT_LOW_T_DHN,GERMANY,8,6,0.9759806477439028
4,HEAT_LOW_T_DHN,GERMANY,8,7,0.3294366039615344
4,HEAT_LOW_T_DHN,GERMANY,8,8,0.3644070716346697
4,HEAT_LOW_T_DHN,GERMANY,8,9,0.32923846791619304
4,HEAT_LOW_T_DHN,GERMANY,8,10,0.7592617275335343
4,HEAT_LOW_T_DHN,GERMANY,8,11,1.3329265437367823
4,HEAT_LOW_T_DHN,GERMANY,8,12,1.3976919913931738
4,HEAT_LOW_T_DHN,GERMANY,9,1,1.4288369092677726
4,HEAT_LOW_T_DHN,GERMANY,9,2,1.8055555850602758
4,HEAT_LOW_T_DHN,GERMANY,9,3,1.278238273573308
4,HEAT_LOW_T_DHN,GERMANY,9,4,0.947038088219454
4,HEAT_LOW_T_DHN,GERMANY,9,5,0.377166706356844
4,HEAT_LOW_T_DHN,GERMANY,9,6,0.9433818249871315
4,HEAT_LOW_T_DHN,GERMANY,9,7,0.3294262616954313
4,HEAT_LOW_T_DHN,GERMANY,9,8,0.362633645162898
4,HEAT_LOW_T_DHN,GERMANY,9,9,0.3292379235863976
4,HEAT_LOW_T_DHN,GERMANY,9,10,0.7375865151007517
4,HEAT_LOW_T_DHN,GERMANY,9,11,1.287215904880533
4,HEAT_LOW_T_DHN,GERMANY,9,12,1.3456399104263852
4,HEAT_LOW_T_DHN,GERMANY,10,1,1.3734127052216039
4,HEAT_LOW_T_DHN,GERMANY,10,2,1.731143524778723
4,HEAT_LOW_T_DHN,GERMANY,10,3,1.2304047485169676
4,HEAT_LOW_T_DHN,GERMANY,10,4,0.9239095152342927
4,HEAT_LOW_T_DHN,GERMANY,10,5,0.3753720510230689
4,HEAT_LOW_T_DHN,GERMANY,10,6,0.9203898787804903
4,HEAT_LOW_T_DHN,GERMANY,10,7,0.329418641078302
4,HEAT_LOW_T_DHN,GERMANY,10,8,0.3613833196240197
4,HEAT_LOW_T_DHN,GERMANY,10,9,0.3292373792566021
4,HEAT_LOW_T_DHN,GERMANY,10,10,0.7222984684812843
4,HEAT_LOW_T_DHN,GERMANY,10,11,1.2434904367862814
4,HEAT_LOW_T_DHN,GERMANY,10,12,1.2944092231200983
4,HEAT_LOW_T_DHN,GERMANY,11,1,1.3343216610010984
4,HEAT_LOW_T_DHN,GERMANY,11,2,1.6786597902845841
4,HEAT_LOW_T_DHN,GERMANY,11,3,1.1966677321590637
4,HEAT_LOW_T_DHN,GERMANY,11,4,0.9106746806011756
4,HEAT_LOW_T_DHN,GERMANY,11,5,0.37434490070010007
4,HEAT_LOW_T_DHN,GERMANY,11,6,0.9072334276378378
4,HEAT_LOW_T_DHN,GERMANY,11,7,0.3294148307697373
4,HEAT_LOW_T_DHN,GERMANY,11,8,0.36066752594373064
4,HEAT_LOW_T_DHN,GERMANY,11,9,0.3292373792566021
4,HEAT_LOW_T_DHN,GERMANY,11,10,0.713551088677292
4,HEAT_LOW_T_DHN,GERMANY,11,11,1.206903309622298
4,HEAT_LOW_T_DHN,GERMANY,11,12,1.2582755226752624
4,HEAT_LOW_T_DHN,GERMANY,12,1,1.3119535167394076
4,HEAT_LOW_T_DHN,GERMANY,12,2,1.6486285711703346
4,HEAT_LOW_T_DHN,GERMANY,12,3,1.1773630759830596
4,HEAT_LOW_T_DHN,GERMANY,12,4,0.8992677054193194
4,HEAT_LOW_T_DHN,GERMANY,12,5,0.37345982045359705
4,HEAT_LOW_T_DHN,GERMANY,12,6,0.8958939493505476
4,HEAT_LOW_T_DHN,GERMANY,12,7,0.32941102046117443
4,HEAT_LOW_T_DHN,GERMANY,12,8,0.36005080028611225
4,HEAT_LOW_T_DHN,GERMANY,12,9,0.3292373792566021
4,HEAT_LOW_T_DHN,GERMANY,12,10,0.7060110323583864
4,HEAT_LOW_T_DHN,GERMANY,12,11,1.1823094008292756
4,HEAT_LOW_T_DHN,GERMANY,12,12,1.2376002440757006
4,HEAT_LOW_T_DHN,GERMANY,13,1,1.292673355404169
4,HEAT_LOW_T_DHN,GERMANY,13,2,1.622743512103817
4,HEAT_LOW_T_DHN,GERMANY,13,3,1.1607234584828596
4,HEAT_LOW_T_DHN,GERMANY,13,4,0.898610155027086
4,HEAT_LOW_T_DHN,GERMANY,13,5,0.37340919778267256
4,HEAT_LOW_T_DHN,GERMANY,13,6,0.8952402092668805
4,HEAT_LOW_T_DHN,GERMANY,13,7,0.32941047613137897
4,HEAT_LOW_T_DHN,GERMANY,13,8,0.36001541884944466
4,HEAT_LOW_T_DHN,GERMANY,13,9,0.3292373792566021
4,HEAT_LOW_T_DHN,GERMANY,13,10,0.7055766571820605
4,HEAT_LOW_T_DHN,GERMANY,13,11,1.170775596805214
4,HEAT_LOW_T_DHN,GERMANY,13,12,1.2197788865907881
4,HEAT_LOW_T_DHN,GERMANY,14,1,1.291562378292788
4,HEAT_LOW_T_DHN,GERMANY,14,2,1.621251504136005
4,HEAT_LOW_T_DHN,GERMANY,14,3,1.1597643493842469
4,HEAT_LOW_T_DHN,GERMANY,14,4,0.9053342609834409
4,HEAT_LOW_T_DHN,GERMANY,14,5,0.37393066572618316
4,HEAT_LOW_T_DHN,GERMANY,14,6,0.9019245791482113
4,HEAT_LOW_T_DHN,GERMANY,14,7,0.32941265345055903
4,HEAT_LOW_T_DHN,GERMANY,14,8,0.3603790311524353
4,HEAT_LOW_T_DHN,GERMANY,14,9,0.3292373792566021
4,HEAT_LOW_T_DHN,GERMANY,14,10,0.7100211099573883
4,HEAT_LOW_T_DHN,GERMANY,14,11,1.1709824421272756
4,HEAT_LOW_T_DHN,GERMANY,14,12,1.2187517362678193
4,HEAT_LOW_T_DHN,GERMANY,15,1,1.3029268957506375
4,HEAT_LOW_T_DHN,GERMANY,15,2,1.6365096126167558
4,HEAT_LOW_T_DHN,GERMANY,15,3,1.169572627958491
4,HEAT_LOW_T_DHN,GERMANY,15,4,0.9268935311699167
4,HEAT_LOW_T_DHN,GERMANY,15,5,0.3756033911858996
4,HEAT_LOW_T_DHN,GERMANY,15,6,0.9233564761626774
4,HEAT_LOW_T_DHN,GERMANY,15,7,0.3294197297378929
4,HEAT_LOW_T_DHN,GERMANY,15,8,0.36154444124331064
4,HEAT_LOW_T_DHN,GERMANY,15,9,0.3292373792566021
4,HEAT_LOW_T_DHN,GERMANY,15,10,0.7242711196579883
4,HEAT_LOW_T_DHN,GERMANY,15,11,1.1841884272812635
4,HEAT_LOW_T_DHN,GERMANY,15,12,1.2292562126497302
4,HEAT_LOW_T_DHN,GERMANY,16,1,1.3393654208806112
4,HEAT_LOW_T_DHN,GERMANY,16,2,1.6854317972628934
4,HEAT_LOW_T_DHN,GERMANY,16,3,1.2010207375288573
4,HEAT_LOW_T_DHN,GERMANY,16,4,0.9482029539805303
4,HEAT_LOW_T_DHN,GERMANY,16,5,0.377257065102798
4,HEAT_LOW_T_DHN,GERMANY,16,6,0.9445396144608758
4,HEAT_LOW_T_DHN,GERMANY,16,7,0.3294268060252268
4,HEAT_LOW_T_DHN,GERMANY,16,8,0.3626967874191056
4,HEAT_LOW_T_DHN,GERMANY,16,9,0.3292379235863976
4,HEAT_LOW_T_DHN,GERMANY,16,10,0.7383561974307362
4,HEAT_LOW_T_DHN,GERMANY,16,11,1.2211810801424434
4,HEAT_LOW_T_DHN,GERMANY,16,12,1.262938251698344
4,HEAT_LOW_T_DHN,GERMANY,17,1,1.3753815460897414
4,HEAT_LOW_T_DHN,GERMANY,17,2,1.7337867902627409
4,HEAT_LOW_T_DHN,GERMANY,17,3,1.2321041461366349
4,HEAT_LOW_T_DHN,GERMANY,17,4,0.9673688060588397
4,HEAT_LOW_T_DHN,GERMANY,17,5,0.3787441741024544
4,HEAT_LOW_T_DHN,GERMANY,17,6,0.9635922459418467
4,HEAT_LOW_T_DHN,GERMANY,17,7,0.32943279365296974
4,HEAT_LOW_T_DHN,GERMANY,17,8,0.3637331913485884
4,HEAT_LOW_T_DHN,GERMANY,17,9,0.3292379235863976
4,HEAT_LOW_T_DHN,GERMANY,17,10,0.7510243847473674
4,HEAT_LOW_T_DHN,GERMANY,17,11,1.2572755888420417
4,HEAT_LOW_T_DHN,GERMANY,17,12,1.2962289176244397
4,HEAT_LOW_T_DHN,GERMANY,18,1,1.407774612184042
4,HEAT_LOW_T_DHN,GERMANY,18,2,1.7772776522153961
4,HEAT_LOW_T_DHN,GERMANY,18,3,1.2600609244025236
4,HEAT_LOW_T_DHN,GERMANY,18,4,0.9757776127304041
4,HEAT_LOW_T_DHN,GERMANY,18,5,0.3793968255265341
4,HEAT_LOW_T_DHN,GERMANY,18,6,0.971950974272282
4,HEAT_LOW_T_DHN,GERMANY,18,7,0.32943551530194526
4,HEAT_LOW_T_DHN,GERMANY,18,8,0.3641877067273267
4,HEAT_LOW_T_DHN,GERMANY,18,9,0.32923846791619304
4,HEAT_LOW_T_DHN,GERMANY,18,10,0.7565825362830552
4,HEAT_LOW_T_DHN,GERMANY,18,11,1.2840021817714629
4,HEAT_LOW_T_DHN,GERMANY,18,12,1.326170866652319
4,HEAT_LOW_T_DHN,GERMANY,19,1,1.4219859744692087
4,HEAT_LOW_T_DHN,GERMANY,19,2,1.7963575001861116
4,HEAT_LOW_T_DHN,GERMANY,19,3,1.2723257633411365
4,HEAT_LOW_T_DHN,GERMANY,19,4,0.9620311080900841
4,HEAT_LOW_T_DHN,GERMANY,19,5,0.3783299391285375
4,HEAT_LOW_T_DHN,GERMANY,19,6,0.9582861191011958
4,HEAT_LOW_T_DHN,GERMANY,19,7,0.3294311606635869
4,HEAT_LOW_T_DHN,GERMANY,19,8,0.36344469655729306
4,HEAT_LOW_T_DHN,GERMANY,19,9,0.3292379235863976
4,HEAT_LOW_T_DHN,GERMANY,19,10,0.7474965833466385
4,HEAT_LOW_T_DHN,GERMANY,19,11,1.301339085738931
4,HEAT_LOW_T_DHN,GERMANY,19,12,1.3393071775925591
4,HEAT_LOW_T_DHN,GERMANY,20,1,1.3987528901634292
4,HEAT_LOW_T_DHN,GERMANY,20,2,1.7651652256193486
4,HEAT_LOW_T_DHN,GERMANY,20,3,1.2522748310163223
4,HEAT_LOW_T_DHN,GERMANY,20,4,0.9022381131100694
4,HEAT_LOW_T_DHN,GERMANY,20,5,0.373690616286634
4,HEAT_LOW_T_DHN,GERMANY,20,6,0.8988463941580669
4,HEAT_LOW_T_DHN,GERMANY,20,7,0.3294121091207636
4,HEAT_LOW_T_DHN,GERMANY,20,8,0.3602113775756077
4,HEAT_LOW_T_DHN,GERMANY,20,9,0.3292373792566021
4,HEAT_LOW_T_DHN,GERMANY,20,10,0.70797442992858
4,HEAT_LOW_T_DHN,GERMANY,20,11,1.2886708984222963
4,HEAT_LOW_T_DHN,GERMANY,20,12,1.3178322785242926
4,HEAT_LOW_T_DHN,GERMANY,21,1,1.2976937091025036
4,HEAT_LOW_T_DHN,GERMANY,21,2,1.6294839479540215
4,HEAT_LOW_T_DHN,GERMANY,21,3,1.1650563236502336
4,HEAT_LOW_T_DHN,GERMANY,21,4,0.8050240777202937
4,HEAT_LOW_T_DHN,GERMANY,21,5,0.3661472939889556
4,HEAT_LOW_T_DHN,GERMANY,21,6,0.8022077153614973
4,HEAT_LOW_T_DHN,GERMANY,21,7,0.32938108232245433
4,HEAT_LOW_T_DHN,GERMANY,21,8,0.35495532907608585
4,HEAT_LOW_T_DHN,GERMANY,21,9,0.3292357462672175
4,HEAT_LOW_T_DHN,GERMANY,21,10,0.6437184749602061
4,HEAT_LOW_T_DHN,GERMANY,21,11,1.2023151537811216
4,HEAT_LOW_T_DHN,GERMANY,21,12,1.2244192980922861
4,HEAT_LOW_T_DHN,GERMANY,22,1,1.1333888491725297
4,HEAT_LOW_T_DHN,GERMANY,22,2,1.4088888552741992
4,HEAT_LOW_T_DHN,GERMANY,22,3,1.0232535131114986
4,HEAT_LOW_T_DHN,GERMANY,22,4,0.7031037669238422
4,HEAT_LOW_T_DHN,GERMANY,22,5,0.35823927072869743
4,HEAT_LOW_T_DHN,GERMANY,22,6,0.7008910663075874
4,HEAT_LOW_T_DHN,GERMANY,22,7,0.3293484225347605
4,HEAT_LOW_T_DHN,GERMANY,22,8,0.3494445342325516
4,HEAT_LOW_T_DHN,GERMANY,22,9,0.3292346576076284
4,HEAT_LOW_T_DHN,GERMANY,22,10,0.5763516752139974
4,HEAT_LOW_T_DHN,GERMANY,22,11,1.0545366907540057
4,HEAT_LOW_T_DHN,GERMANY,22,12,1.0725452976883645
4,HEAT_LOW_T_DHN,GERMANY,23,1,0.9611296979497368
4,HEAT_LOW_T_DHN,GERMANY,23,2,1.1776151006780893
4,HEAT_LOW_T_DHN,GERMANY,23,3,0.8745867038591157
4,HEAT_LOW_T_DHN,GERMANY,23,4,0.6591072225917287
4,HEAT_LOW_T_DHN,GERMANY,23,5,0.3548252342551059
4,HEAT_LOW_T_DHN,GERMANY,23,6,0.6571547116174337
4,HEAT_LOW_T_DHN,GERMANY,23,7,0.32933426996009274
4,HEAT_LOW_T_DHN,GERMANY,23,8,0.347065813028852
4,HEAT_LOW_T_DHN,GERMANY,23,9,0.3292341132778329
4,HEAT_LOW_T_DHN,GERMANY,23,10,0.5472708559216439
4,HEAT_LOW_T_DHN,GERMANY,23,11,0.8996530909141072
4,HEAT_LOW_T_DHN,GERMANY,23,12,0.9133195790745781
4,HEAT_LOW_T_DHN,GERMANY,24,1,0.8867688046689004
4,HEAT_LOW_T_DHN,GERMANY,24,2,1.077778484336502
4,HEAT_LOW_T_DHN,GERMANY,24,3,0.8168393002483221
4,HEAT_LOW_T_DHN,GERMANY,24,4,0.6731373230551903
4,HEAT_LOW_T_DHN,GERMANY,24,5,0.3559138938448978
4,HEAT_LOW_T_DHN,GERMANY,24,6,0.6711020739520706
4,HEAT_LOW_T_DHN,GERMANY,24,7,0.32933916892824655
4,HEAT_LOW_T_DHN,GERMANY,24,8,0.3478240644331443
4,HEAT_LOW_T_DHN,GERMANY,24,9,0.3292341132778329
4,HEAT_LOW_T_DHN,GERMANY,24,10,0.5565446026372989
4,HEAT_LOW_T_DHN,GERMANY,24,11,0.8288129227466641
4,HEAT_LOW_T_DHN,GERMANY,24,12,0.8445848785537962
5,ELECTRICITY,GERMANY,1,1,2.4248889254948836
5,ELECTRICITY,GERMANY,1,2,2.4109698621766142
5,ELECTRICITY,GERMANY,1,3,2.407741259095303
5,ELECTRICITY,GERMANY,1,4,2.30330402645518
5,ELECTRICITY,GERMANY,1,5,2.2795929352858195
5,ELECTRICITY,GERMANY,1,6,2.2260167123925
5,ELECTRICITY,GERMANY,1,7,2.2429519415776866
5,ELECTRICITY,GERMANY,1,8,2.2406638157476166
5,ELECTRICITY,GERMANY,1,9,2.2889468113822176
5,ELECTRICITY,GERMANY,1,10,2.3008410825007672
5,ELECTRICITY,GERMANY,1,11,2.286441822562466
5,ELECTRICITY,GERMANY,1,12,2.3387633381582305
5,ELECTRICITY,GERMANY,2,1,2.4048202473973532
5,ELECTRICITY,GERMANY,2,2,2.3860239796985354
5,ELECTRICITY,GERMANY,2,3,2.3919810732522535
5,ELECTRICITY,GERMANY,2,4,2.3064463269181488
5,ELECTRICITY,GERMANY,2,5,2.2814982315524333
5,ELECTRICITY,GERMANY,2,6,2.2393604249217987
5,ELECTRICITY,GERMANY,2,7,2.245151551901749
5,ELECTRICITY,GERMANY,2,8,2.2421663664619516
5,ELECTRICITY,GERMANY,2,9,2.2900753840836927
5,ELECTRICITY,GERMANY,2,10,2.3068534982457436
5,ELECTRICITY,GERMANY,2,11,2.268670121845588
5,ELECTRICITY,GERMANY,2,12,2.3258135196306284
5,ELECTRICITY,GERMANY,3,1,2.4045458493287555
5,ELECTRICITY,GERMANY,3,2,2.3744041066485835
5,ELECTRICITY,GERMANY,3,3,2.39759516922021
5,ELECTRICITY,GERMANY,3,4,2.3254085611906987
5,ELECTRICITY,GERMANY,3,5,2.3071765798426327
5,ELECTRICITY,GERMANY,3,6,2.2576676444499526
5,ELECTRICITY,GERMANY,3,7,2.2686546316320317
5,ELECTRICITY,GERMANY,3,8,2.253109095891027
5,ELECTRICITY,GERMANY,3,9,2.3040453438179185
5,ELECTRICITY,GERMANY,3,10,2.330900948337913
5,ELECTRICITY,GERMANY,3,11,2.2623456889419913
5,ELECTRICITY,GERMANY,3,12,2.3306929368988136
5,ELECTRICITY,GERMANY,4,1,2.4125719928351828
5,ELECTRICITY,GERMANY,4,2,2.3758225676321985
5,ELECTRICITY,GERMANY,4,3,2.4056744220302306
5,ELECTRICITY,GERMANY,4,4,2.3807993519569806
5,ELECTRICITY,GERMANY,4,5,2.3666346581095468
5,ELECTRICITY,GERMANY,4,6,2.314954879932259
5,ELECTRICITY,GERMANY,4,7,2.318734492038388
5,ELECTRICITY,GERMANY,4,8,2.3240078033082625
5,ELECTRICITY,GERMANY,4,9,2.377814166517169
5,ELECTRICITY,GERMANY,4,10,2.380516102337779
5,ELECTRICITY,GERMANY,4,11,2.256222628814527
5,ELECTRICITY,GERMANY,4,12,2.3502283090727047
5,ELECTRICITY,GERMANY,5,1,2.4550350939503573
5,ELECTRICITY,GERMANY,5,2,2.4113969494930387
5,ELECTRICITY,GERMANY,5,3,2.4598768921284773
5,ELECTRICITY,GERMANY,5,4,2.5106715152457895
5,ELECTRICITY,GERMANY,5,5,2.4826209513948214
5,ELECTRICITY,GERMANY,5,6,2.4406048535849436
5,ELECTRICITY,GERMANY,5,7,2.4391443477359473
5,ELECTRICITY,GERMANY,5,8,2.4507354532464802
5,ELECTRICITY,GERMANY,5,9,2.4998106626597547
5,ELECTRICITY,GERMANY,5,10,2.520288724972545
5,ELECTRICITY,GERMANY,5,11,2.2522881145728917
5,ELECTRICITY,GERMANY,5,12,2.4065042548989624
5,ELECTRICITY,GERMANY,6,1,2.5763190402696523
5,ELECTRICITY,GERMANY,6,2,2.5320635001579888
5,ELECTRICITY,GERMANY,6,3,2.592521803642697
5,ELECTRICITY,GERMANY,6,4,2.590893118332332
5,ELECTRICITY,GERMANY,6,5,2.5804416499615286
5,ELECTRICITY,GERMANY,6,6,2.5352389939356925
5,ELECTRICITY,GERMANY,6,7,2.535655016813891
5,ELECTRICITY,GERMANY,6,8,2.54280043103563
5,ELECTRICITY,GERMANY,6,9,2.587985383960273
5,ELECTRICITY,GERMANY,6,10,2.617576117615613
5,ELECTRICITY,GERMANY,6,11,2.279137080429919
5,ELECTRICITY,GERMANY,6,12,2.5482087284521384
5,ELECTRICITY,GERMANY,7,1,2.6951577457357274
5,ELECTRICITY,GERMANY,7,2,2.641993119945326
5,ELECTRICITY,GERMANY,7,3,2.689614462172571
5,ELECTRICITY,GERMANY,7,4,2.639645246148703
5,ELECTRICITY,GERMANY,7,5,2.64279418527461
5,ELECTRICITY,GERMANY,7,6,2.5818335562933754
5,ELECTRICITY,GERMANY,7,7,2.582207534306221
5,ELECTRICITY,GERMANY,7,8,2.5962814997599963
5,ELECTRICITY,GERMANY,7,9,2.647638196340395
5,ELECTRICITY,GERMANY,7,10,2.66975379551414
5,ELECTRICITY,GERMANY,7,11,2.330186185626971
5,ELECTRICITY,GERMANY,7,12,2.6658037910589485
5,ELECTRICITY,GERMANY,8,1,2.751030946009706
5,ELECTRICITY,GERMANY,8,2,2.677571927581454
5,ELECTRICITY,GERMANY,8,3,2.710249639508504
5,ELECTRICITY,GERMANY,8,4,2.651767444695224
5,ELECTRICITY,GERMANY,8,5,2.663064236148287
5,ELECTRICITY,GERMANY,8,6,2.5944182483587213
5,ELECTRICITY,GERMANY,8,7,2.6047856269988188
5,ELECTRICITY,GERMANY,8,8,2.6199262042998726
5,ELECTRICITY,GERMANY,8,9,2.6704132360338377
5,ELECTRICITY,GERMANY,8,10,2.6828054068736407
5,ELECTRICITY,GERMANY,8,11,2.4178519427679817
5,ELECTRICITY,GERMANY,8,12,2.7033786233553627
5,ELECTRICITY,GERMANY,9,1,2.7469525940708337
5,ELECTRICITY,GERMANY,9,2,2.688293368245553
5,ELECTRICITY,GERMANY,9,3,2.703212656781602
5,ELECTRICITY,GERMANY,9,4,2.671077102328809
5,ELECTRICITY,GERMANY,9,5,2.6795657393540893
5,ELECTRICITY,GERMANY,9,6,2.620592283482509
5,ELECTRICITY,GERMANY,9,7,2.6517563802569697
5,ELECTRICITY,GERMANY,9,8,2.648518925625069
5,ELECTRICITY,GERMANY,9,9,2.702177025361422
5,ELECTRICITY,GERMANY,9,10,2.6937946069433565
5,ELECTRICITY,GERMANY,9,11,2.465745470176188
5,ELECTRICITY,GERMANY,9,12,2.7175366785398296
5,ELECTRICITY,GERMANY,10,1,2.7724694015625744
5,ELECTRICITY,GERMANY,10,2,2.704104450504545
5,ELECTRICITY,GERMANY,10,3,2.7150095608435834
5,ELECTRICITY,GERMANY,10,4,2.680313695379766
5,ELECTRICITY,GERMANY,10,5,2.70408232162805
5,ELECTRICITY,GERMANY,10,6,2.650634446218433
5,ELECTRICITY,GERMANY,10,7,2.680391146447519
5,ELECTRICITY,GERMANY,10,8,2.6776980621775124
5,ELECTRICITY,GERMANY,10,9,2.7314114841051236
5,ELECTRICITY,GERMANY,10,10,2.720046093134897
5,ELECTRICITY,GERMANY,10,11,2.5011184792608816
5,ELECTRICITY,GERMANY,10,12,2.726890554636242
5,ELECTRICITY,GERMANY,11,1,2.798663352675206
5,ELECTRICITY,GERMANY,11,2,2.710271768384999
5,ELECTRICITY,GERMANY,11,3,2.7093158009202227
5,ELECTRICITY,GERMANY,11,4,2.6765362961612738
5,ELECTRICITY,GERMANY,11,5,2.6995835210356773
5,ELECTRICITY,GERMANY,11,6,2.662913759788097
5,ELECTRICITY,GERMANY,11,7,2.6432256983663507
5,ELECTRICITY,GERMANY,11,8,2.6574412886297267
5,ELECTRICITY,GERMANY,11,9,2.7214247221408243
5,ELECTRICITY,GERMANY,11,10,2.7133742368702656
5,ELECTRICITY,GERMANY,11,11,2.517538105623629
5,ELECTRICITY,GERMANY,11,12,2.7356159706400547
5,ELECTRICITY,GERMANY,12,1,2.790019813514448
5,ELECTRICITY,GERMANY,12,2,2.7055118470499337
5,ELECTRICITY,GERMANY,12,3,2.6759697969228853
5,ELECTRICITY,GERMANY,12,4,2.6683176314293178
5,ELECTRICITY,GERMANY,12,5,2.67128953954321
5,ELECTRICITY,GERMANY,12,6,2.6520905262921133
5,ELECTRICITY,GERMANY,12,7,2.6315106711474385
5,ELECTRICITY,GERMANY,12,8,2.6250025685688883
5,ELECTRICITY,GERMANY,12,9,2.7118916021447887
5,ELECTRICITY,GERMANY,12,10,2.705392351116828
5,ELECTRICITY,GERMANY,12,11,2.5102687696934822
5,ELECTRICITY,GERMANY,12,12,2.7365785767677835
5,ELECTRICITY,GERMANY,13,1,2.78202686332277
5,ELECTRICITY,GERMANY,13,2,2.6985434638401813
5,ELECTRICITY,GERMANY,13,3,2.6449428991827233
5,ELECTRICITY,GERMANY,13,4,2.6493974420221065
5,ELECTRICITY,GERMANY,13,5,2.6475917256997263
5,ELECTRICITY,GERMANY,13,6,2.6295677557907737
5,ELECTRICITY,GERMANY,13,7,2.6259430458201223
5,ELECTRICITY,GERMANY,13,8,2.594882954765211
5,ELECTRICITY,GERMANY,13,9,2.690862530807152
5,ELECTRICITY,GERMANY,13,10,2.6784017604501997
5,ELECTRICITY,GERMANY,13,11,2.4713839079083044
5,ELECTRICITY,GERMANY,13,12,2.7126019390804146
5,ELECTRICITY,GERMANY,14,1,2.7627681021051274
5,ELECTRICITY,GERMANY,14,2,2.6806478414149097
5,ELECTRICITY,GERMANY,14,3,2.611636727163102
5,ELECTRICITY,GERMANY,14,4,2.6278018714460956
5,ELECTRICITY,GERMANY,14,5,2.631636805743483
5,ELECTRICITY,GERMANY,14,6,2.6192888926566695
5,ELECTRICITY,GERMANY,14,7,2.6095167807944364
5,ELECTRICITY,GERMANY,14,8,2.572329203836773
5,ELECTRICITY,GERMANY,14,9,2.684221654969619
5,ELECTRICITY,GERMANY,14,10,2.6547836105621343
5,ELECTRICITY,GERMANY,14,11,2.4453160913917174
