k,ct,n,h,td,D
1,HEAT_HIGH_T,GERMANY,15,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,15,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,15,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,15,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,15,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,15,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,16,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,17,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,18,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,19,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,20,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,21,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,22,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,23,12,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,1,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,2,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,3,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,4,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,5,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,6,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,7,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,8,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,9,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,10,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,11,22.470319634703202
1,HEAT_HIGH_T,GERMANY,24,12,22.470319634703202
1,HEAT_LOW_T_DECEN,GERMANY,1,1,39.27376358417921
1,HEAT_LOW_T_DECEN,GERMANY,1,2,47.863403557490415
1,HEAT_LOW_T_DECEN,GERMANY,1,3,35.83992215648331
1,HEAT_LOW_T_DECEN,GERMANY,1,4,29.244557317039995
1,HEAT_LOW_T_DECEN,GERMANY,1,5,15.368594927561842
1,HEAT_LOW_T_DECEN,GERMANY,1,6,29.155522145762482
1,HEAT_LOW_T_DECEN,GERMANY,1,7,14.206136516491556
1,HEAT_LOW_T_DECEN,GERMANY,1,8,15.014731777160092
1,HEAT_LOW_T_DECEN,GERMANY,1,9,14.201557967335672
1,HEAT_LOW_T_DECEN,GERMANY,1,10,24.144546631908685
1,HEAT_LOW_T_DECEN,GERMANY,1,11,36.46394318682153
1,HEAT_LOW_T_DECEN,GERMANY,1,12,37.37676501006942
1,HEAT_LOW_T_DECEN,GERMANY,2,1,39.626452747617904
1,HEAT_LOW_T_DECEN,GERMANY,2,2,48.336942938905224
1,HEAT_LOW_T_DECEN,GERMANY,2,3,36.14431349626224
1,HEAT_LOW_T_DECEN,GERMANY,2,4,30.757145599969537
1,HEAT_LOW_T_DECEN,GERMANY,2,5,15.485946664388065
1,HEAT_LOW_T_DECEN,GERMANY,2,6,30.659164648033606
1,HEAT_LOW_T_DECEN,GERMANY,2,7,14.206629591016037
1,HEAT_LOW_T_DECEN,GERMANY,2,8,15.096511709005975
1,HEAT_LOW_T_DECEN,GERMANY,2,9,14.201581447074933
1,HEAT_LOW_T_DECEN,GERMANY,2,10,25.144337409379123
1,HEAT_LOW_T_DECEN,GERMANY,2,11,37.10557402160546
1,HEAT_LOW_T_DECEN,GERMANY,2,12,37.70278118970768
1,HEAT_LOW_T_DECEN,GERMANY,3,1,42.18295023808921
1,HEAT_LOW_T_DECEN,GERMANY,3,2,51.76928166328843
1,HEAT_LOW_T_DECEN,GERMANY,3,3,38.350681114874284
1,HEAT_LOW_T_DECEN,GERMANY,3,4,35.74501705039056
1,HEAT_LOW_T_DECEN,GERMANY,3,5,15.872986686365534
1,HEAT_LOW_T_DECEN,GERMANY,3,6,35.61749858646434
1,HEAT_LOW_T_DECEN,GERMANY,3,7,14.208226213285782
1,HEAT_LOW_T_DECEN,GERMANY,3,8,15.366199994157228
1,HEAT_LOW_T_DECEN,GERMANY,3,9,14.201651886292717
1,HEAT_LOW_T_DECEN,GERMANY,3,10,28.44119803822665
1,HEAT_LOW_T_DECEN,GERMANY,3,11,39.87909474206571
1,HEAT_LOW_T_DECEN,GERMANY,3,12,40.065852588147294
1,HEAT_LOW_T_DECEN,GERMANY,4,1,50.61313930207933
1,HEAT_LOW_T_DECEN,GERMANY,4,2,63.08759605507149
1,HEAT_LOW_T_DECEN,GERMANY,4,3,45.6263009601858
1,HEAT_LOW_T_DECEN,GERMANY,4,4,44.52064003838775
1,HEAT_LOW_T_DECEN,GERMANY,4,5,16.553899124933032
1,HEAT_LOW_T_DECEN,GERMANY,4,6,44.34120787095557
1,HEAT_LOW_T_DECEN,GERMANY,4,7,14.211020302257836
1,HEAT_LOW_T_DECEN,GERMANY,4,8,15.840702044881729
1,HEAT_LOW_T_DECEN,GERMANY,4,9,14.201769284989021
1,HEAT_LOW_T_DECEN,GERMANY,4,10,34.24167978472982
1,HEAT_LOW_T_DECEN,GERMANY,4,11,47.53306710582814
1,HEAT_LOW_T_DECEN,GERMANY,4,12,47.85819105537449
1,HEAT_LOW_T_DECEN,GERMANY,5,1,65.4451966742633
1,HEAT_LOW_T_DECEN,GERMANY,5,2,83.00102119941356
1,HEAT_LOW_T_DECEN,GERMANY,5,3,58.427008690208815
1,HEAT_LOW_T_DECEN,GERMANY,5,4,46.749430807993996
1,HEAT_LOW_T_DECEN,GERMANY,5,5,16.726827404589915
1,HEAT_LOW_T_DECEN,GERMANY,5,6,46.55680302709717
1,HEAT_LOW_T_DECEN,GERMANY,5,7,14.211724694435663
1,HEAT_LOW_T_DECEN,GERMANY,5,8,15.961200066768916
1,HEAT_LOW_T_DECEN,GERMANY,5,9,14.20179276472828
1,HEAT_LOW_T_DECEN,GERMANY,5,10,35.7148690651795
1,HEAT_LOW_T_DECEN,GERMANY,5,11,59.1898184593185
1,HEAT_LOW_T_DECEN,GERMANY,5,12,61.56805776932069
1,HEAT_LOW_T_DECEN,GERMANY,6,1,69.21216864259353
1,HEAT_LOW_T_DECEN,GERMANY,6,2,88.05853355648254
1,HEAT_LOW_T_DECEN,GERMANY,6,3,61.67808382749749
1,HEAT_LOW_T_DECEN,GERMANY,6,4,45.10178706483547
1,HEAT_LOW_T_DECEN,GERMANY,6,5,16.59898022431405
1,HEAT_LOW_T_DECEN,GERMANY,6,6,44.91890337573195
1,HEAT_LOW_T_DECEN,GERMANY,6,7,14.211208140171921
1,HEAT_LOW_T_DECEN,GERMANY,6,8,15.872117936012877
1,HEAT_LOW_T_DECEN,GERMANY,6,9,14.201769284989021
1,HEAT_LOW_T_DECEN,GERMANY,6,10,34.62580831903894
1,HEAT_LOW_T_DECEN,GERMANY,6,11,62.32037209498074
1,HEAT_LOW_T_DECEN,GERMANY,6,12,65.05000918276227
1,HEAT_LOW_T_DECEN,GERMANY,7,1,66.42737764728801
1,HEAT_LOW_T_DECEN,GERMANY,7,2,84.31969031578693
1,HEAT_LOW_T_DECEN,GERMANY,7,3,59.274697716746836
1,HEAT_LOW_T_DECEN,GERMANY,7,4,43.702324165665175
1,HEAT_LOW_T_DECEN,GERMANY,7,5,16.49040990997143
1,HEAT_LOW_T_DECEN,GERMANY,7,6,43.527728824520764
1,HEAT_LOW_T_DECEN,GERMANY,7,7,14.210762025125964
1,HEAT_LOW_T_DECEN,GERMANY,7,8,15.796442736374843
1,HEAT_LOW_T_DECEN,GERMANY,7,9,14.201769284989021
1,HEAT_LOW_T_DECEN,GERMANY,7,10,33.70080051111462
1,HEAT_LOW_T_DECEN,GERMANY,7,11,59.61811238317746
1,HEAT_LOW_T_DECEN,GERMANY,7,12,62.47592536758451
1,HEAT_LOW_T_DECEN,GERMANY,8,1,64.06212263309713
1,HEAT_LOW_T_DECEN,GERMANY,8,2,81.14412601996146
1,HEAT_LOW_T_DECEN,GERMANY,8,3,57.23336918539999
1,HEAT_LOW_T_DECEN,GERMANY,8,4,42.265129325502535
1,HEAT_LOW_T_DECEN,GERMANY,8,5,16.378881148481923
1,HEAT_LOW_T_DECEN,GERMANY,8,6,42.09905712970984
1,HEAT_LOW_T_DECEN,GERMANY,8,7,14.210292430340745
1,HEAT_LOW_T_DECEN,GERMANY,8,8,15.718748279160367
1,HEAT_LOW_T_DECEN,GERMANY,8,9,14.201745805249761
1,HEAT_LOW_T_DECEN,GERMANY,8,10,32.75085722009518
1,HEAT_LOW_T_DECEN,GERMANY,8,11,57.49596658929443
1,HEAT_LOW_T_DECEN,GERMANY,8,12,60.28963292604058
1,HEAT_LOW_T_DECEN,GERMANY,9,1,61.63307316733426
1,HEAT_LOW_T_DECEN,GERMANY,9,2,77.88288415557281
1,HEAT_LOW_T_DECEN,GERMANY,9,3,55.136980665486234
1,HEAT_LOW_T_DECEN,GERMANY,9,4,40.850615913465965
1,HEAT_LOW_T_DECEN,GERMANY,9,5,16.26913684717625
1,HEAT_LOW_T_DECEN,GERMANY,9,6,40.69290250485018
1,HEAT_LOW_T_DECEN,GERMANY,9,7,14.209846315294786
1,HEAT_LOW_T_DECEN,GERMANY,9,8,15.642251288648197
1,HEAT_LOW_T_DECEN,GERMANY,9,9,14.201722325510499
1,HEAT_LOW_T_DECEN,GERMANY,9,10,31.81589400272422
1,HEAT_LOW_T_DECEN,GERMANY,9,11,55.52423200511704
1,HEAT_LOW_T_DECEN,GERMANY,9,12,58.04435937947314
1,HEAT_LOW_T_DECEN,GERMANY,10,1,59.242342636045244
1,HEAT_LOW_T_DECEN,GERMANY,10,2,74.67310987964413
1,HEAT_LOW_T_DECEN,GERMANY,10,3,53.07367509819114
1,HEAT_LOW_T_DECEN,GERMANY,10,4,39.852961792268275
1,HEAT_LOW_T_DECEN,GERMANY,10,5,16.191724146832907
1,HEAT_LOW_T_DECEN,GERMANY,10,6,39.70114179820698
1,HEAT_LOW_T_DECEN,GERMANY,10,7,14.209517598945135
1,HEAT_LOW_T_DECEN,GERMANY,10,8,15.588318327565798
1,HEAT_LOW_T_DECEN,GERMANY,10,9,14.201698845771238
1,HEAT_LOW_T_DECEN,GERMANY,10,10,31.156442045841228
1,HEAT_LOW_T_DECEN,GERMANY,10,11,53.63812803002434
1,HEAT_LOW_T_DECEN,GERMANY,10,12,55.83451675945048
1,HEAT_LOW_T_DECEN,GERMANY,11,1,57.556145161020254
1,HEAT_LOW_T_DECEN,GERMANY,11,2,72.40921689984276
1,HEAT_LOW_T_DECEN,GERMANY,11,3,51.618424338536826
1,HEAT_LOW_T_DECEN,GERMANY,11,4,39.282075411877585
1,HEAT_LOW_T_DECEN,GERMANY,11,5,16.147417878847495
1,HEAT_LOW_T_DECEN,GERMANY,11,6,39.133636500269866
1,HEAT_LOW_T_DECEN,GERMANY,11,7,14.209353240770307
1,HEAT_LOW_T_DECEN,GERMANY,11,8,15.55744247043765
1,HEAT_LOW_T_DECEN,GERMANY,11,9,14.201698845771238
1,HEAT_LOW_T_DECEN,GERMANY,11,10,30.77912263591779
1,HEAT_LOW_T_DECEN,GERMANY,11,11,52.0599373555997
1,HEAT_LOW_T_DECEN,GERMANY,11,12,54.275884707830215
1,HEAT_LOW_T_DECEN,GERMANY,12,1,56.591292235570094
1,HEAT_LOW_T_DECEN,GERMANY,12,2,71.11381620507699
1,HEAT_LOW_T_DECEN,GERMANY,12,3,50.7857153856473
1,HEAT_LOW_T_DECEN,GERMANY,12,4,38.79003399592515
1,HEAT_LOW_T_DECEN,GERMANY,12,5,16.109239822809194
1,HEAT_LOW_T_DECEN,GERMANY,12,6,38.644506571985794
1,HEAT_LOW_T_DECEN,GERMANY,12,7,14.20918888259548
1,HEAT_LOW_T_DECEN,GERMANY,12,8,15.530839925854997
1,HEAT_LOW_T_DECEN,GERMANY,12,9,14.201698845771238
1,HEAT_LOW_T_DECEN,GERMANY,12,10,30.453881287675134
1,HEAT_LOW_T_DECEN,GERMANY,12,11,50.999075776311535
1,HEAT_LOW_T_DECEN,GERMANY,12,12,53.38405377148161
1,HEAT_LOW_T_DECEN,GERMANY,13,1,55.75963987094731
1,HEAT_LOW_T_DECEN,GERMANY,13,2,69.99726068426186
1,HEAT_LOW_T_DECEN,GERMANY,13,3,50.06796323617938
1,HEAT_LOW_T_DECEN,GERMANY,13,4,38.76167047089793
1,HEAT_LOW_T_DECEN,GERMANY,13,5,16.107056207057926
1,HEAT_LOW_T_DECEN,GERMANY,13,6,38.6163074051334
1,HEAT_LOW_T_DECEN,GERMANY,13,7,14.209165402856218
1,HEAT_LOW_T_DECEN,GERMANY,13,8,15.529313742803035
1,HEAT_LOW_T_DECEN,GERMANY,13,9,14.201698845771238
1,HEAT_LOW_T_DECEN,GERMANY,13,10,30.435144455744897
1,HEAT_LOW_T_DECEN,GERMANY,13,11,50.501563581111306
1,HEAT_LOW_T_DECEN,GERMANY,13,12,52.61532710807817
1,HEAT_LOW_T_DECEN,GERMANY,14,1,55.711717723115726
1,HEAT_LOW_T_DECEN,GERMANY,14,2,69.9329027189476
1,HEAT_LOW_T_DECEN,GERMANY,14,3,50.02659193560159
1,HEAT_LOW_T_DECEN,GERMANY,14,4,39.05171568998842
1,HEAT_LOW_T_DECEN,GERMANY,14,5,16.129549797269917
1,HEAT_LOW_T_DECEN,GERMANY,14,6,38.90463860325784
1,HEAT_LOW_T_DECEN,GERMANY,14,7,14.209259321813265
1,HEAT_LOW_T_DECEN,GERMANY,14,8,15.544998208629348
1,HEAT_LOW_T_DECEN,GERMANY,14,9,14.201698845771238
1,HEAT_LOW_T_DECEN,GERMANY,14,10,30.626856526810535
1,HEAT_LOW_T_DECEN,GERMANY,14,11,50.51048588203047
1,HEAT_LOW_T_DECEN,GERMANY,14,12,52.57102084009276
1,HEAT_LOW_T_DECEN,GERMANY,15,1,56.201927719405795
1,HEAT_LOW_T_DECEN,GERMANY,15,2,70.59106329017123
1,HEAT_LOW_T_DECEN,GERMANY,15,3,50.44967335734461
1,HEAT_LOW_T_DECEN,GERMANY,15,4,39.98167772289679
1,HEAT_LOW_T_DECEN,GERMANY,15,5,16.20170303601881
1,HEAT_LOW_T_DECEN,GERMANY,15,6,39.829106377179166
1,HEAT_LOW_T_DECEN,GERMANY,15,7,14.209564558423654
1,HEAT_LOW_T_DECEN,GERMANY,15,8,15.595268330387038
1,HEAT_LOW_T_DECEN,GERMANY,15,9,14.201698845771238
1,HEAT_LOW_T_DECEN,GERMANY,15,10,31.241532620922904
1,HEAT_LOW_T_DECEN,GERMANY,15,11,51.08012783624033
1,HEAT_LOW_T_DECEN,GERMANY,15,12,53.02413284835055
1,HEAT_LOW_T_DECEN,GERMANY,16,1,57.773708425012195
1,HEAT_LOW_T_DECEN,GERMANY,16,2,72.70132833598822
1,HEAT_LOW_T_DECEN,GERMANY,16,3,51.80619181340663
1,HEAT_LOW_T_DECEN,GERMANY,16,4,40.900862555484395
1,HEAT_LOW_T_DECEN,GERMANY,16,5,16.27303448389357
1,HEAT_LOW_T_DECEN,GERMANY,16,6,40.74284391025821
1,HEAT_LOW_T_DECEN,GERMANY,16,7,14.209869795034049
1,HEAT_LOW_T_DECEN,GERMANY,16,8,15.644974938402465
1,HEAT_LOW_T_DECEN,GERMANY,16,9,14.201722325510499
1,HEAT_LOW_T_DECEN,GERMANY,16,10,31.8490943540392
1,HEAT_LOW_T_DECEN,GERMANY,16,11,52.67581091641437
1,HEAT_LOW_T_DECEN,GERMANY,16,12,54.47701215433949
1,HEAT_LOW_T_DECEN,GERMANY,17,1,59.327268852952095
1,HEAT_LOW_T_DECEN,GERMANY,17,2,74.78712749349529
1,HEAT_LOW_T_DECEN,GERMANY,17,3,53.146978844163826
1,HEAT_LOW_T_DECEN,GERMANY,17,4,41.727584174862386
1,HEAT_LOW_T_DECEN,GERMANY,17,5,16.33718113155448
1,HEAT_LOW_T_DECEN,GERMANY,17,6,41.564681743869926
1,HEAT_LOW_T_DECEN,GERMANY,17,7,14.210128072165919
1,HEAT_LOW_T_DECEN,GERMANY,17,8,15.68968036195531
1,HEAT_LOW_T_DECEN,GERMANY,17,9,14.201722325510499
1,HEAT_LOW_T_DECEN,GERMANY,17,10,32.39553832585925
1,HEAT_LOW_T_DECEN,GERMANY,17,11,54.23275242680785
1,HEAT_LOW_T_DECEN,GERMANY,17,12,55.91300952779982
1,HEAT_LOW_T_DECEN,GERMANY,18,1,60.72454813637113
1,HEAT_LOW_T_DECEN,GERMANY,18,2,76.66311170096655
1,HEAT_LOW_T_DECEN,GERMANY,18,3,54.35289825260613
1,HEAT_LOW_T_DECEN,GERMANY,18,4,42.09029918696551
1,HEAT_LOW_T_DECEN,GERMANY,18,5,16.36533333892836
1,HEAT_LOW_T_DECEN,GERMANY,18,6,41.92523661996105
1,HEAT_LOW_T_DECEN,GERMANY,18,7,14.210245470862223
1,HEAT_LOW_T_DECEN,GERMANY,18,8,15.709285944238202
1,HEAT_LOW_T_DECEN,GERMANY,18,9,14.201745805249761
1,HEAT_LOW_T_DECEN,GERMANY,18,10,32.63528994345279
1,HEAT_LOW_T_DECEN,GERMANY,18,11,55.38560762452041
1,HEAT_LOW_T_DECEN,GERMANY,18,12,57.20455954532681
1,HEAT_LOW_T_DECEN,GERMANY,19,1,61.33755716899596
1,HEAT_LOW_T_DECEN,GERMANY,19,2,77.48612352154132
1,HEAT_LOW_T_DECEN,GERMANY,19,3,54.881943737633804
1,HEAT_LOW_T_DECEN,GERMANY,19,4,41.49734185166953
1,HEAT_LOW_T_DECEN,GERMANY,19,5,16.3193130499769
1,HEAT_LOW_T_DECEN,GERMANY,19,6,41.3358012455542
1,HEAT_LOW_T_DECEN,GERMANY,19,7,14.210057632948136
1,HEAT_LOW_T_DECEN,GERMANY,19,8,15.677236100147008
1,HEAT_LOW_T_DECEN,GERMANY,19,9,14.201722325510499
1,HEAT_LOW_T_DECEN,GERMANY,19,10,32.24336613570904
1,HEAT_LOW_T_DECEN,GERMANY,19,11,56.13343731998161
1,HEAT_LOW_T_DECEN,GERMANY,19,12,57.77119609291127
1,HEAT_LOW_T_DECEN,GERMANY,20,1,60.33539493786017
1,HEAT_LOW_T_DECEN,GERMANY,20,2,76.1406405429319
1,HEAT_LOW_T_DECEN,GERMANY,20,3,54.01704406221752
1,HEAT_LOW_T_DECEN,GERMANY,20,4,38.91816293307215
1,HEAT_LOW_T_DECEN,GERMANY,20,5,16.119195232255837
1,HEAT_LOW_T_DECEN,GERMANY,20,6,38.77186067773719
1,HEAT_LOW_T_DECEN,GERMANY,20,7,14.209235842074001
1,HEAT_LOW_T_DECEN,GERMANY,20,8,15.537766448936974
1,HEAT_LOW_T_DECEN,GERMANY,20,9,14.201698845771238
1,HEAT_LOW_T_DECEN,GERMANY,20,10,30.53857270718937
1,HEAT_LOW_T_DECEN,GERMANY,20,11,55.58699334816156
1,HEAT_LOW_T_DECEN,GERMANY,20,12,56.84487341958834
1,HEAT_LOW_T_DECEN,GERMANY,21,1,55.97619350615104
1,HEAT_LOW_T_DECEN,GERMANY,21,2,70.28801029553017
1,HEAT_LOW_T_DECEN,GERMANY,21,3,50.25486196069652
1,HEAT_LOW_T_DECEN,GERMANY,21,4,34.724822379502356
1,HEAT_LOW_T_DECEN,GERMANY,21,5,15.793813005577617
1,HEAT_LOW_T_DECEN,GERMANY,21,6,34.603338208566214
1,HEAT_LOW_T_DECEN,GERMANY,21,7,14.207897496936127
1,HEAT_LOW_T_DECEN,GERMANY,21,8,15.31104608663326
1,HEAT_LOW_T_DECEN,GERMANY,21,9,14.201628406553455
1,HEAT_LOW_T_DECEN,GERMANY,21,10,27.76688340639148
1,HEAT_LOW_T_DECEN,GERMANY,21,11,51.86202663336916
1,HEAT_LOW_T_DECEN,GERMANY,21,12,52.81549188527775
1,HEAT_LOW_T_DECEN,GERMANY,22,1,48.888881169712334
1,HEAT_LOW_T_DECEN,GERMANY,22,2,60.772611162638285
1,HEAT_LOW_T_DECEN,GERMANY,22,3,44.138178565566164
1,HEAT_LOW_T_DECEN,GERMANY,22,4,30.32847600028241
1,HEAT_LOW_T_DECEN,GERMANY,22,5,15.45269935359456
1,HEAT_LOW_T_DECEN,GERMANY,22,6,30.233030860186656
1,HEAT_LOW_T_DECEN,GERMANY,22,7,14.206488712580471
1,HEAT_LOW_T_DECEN,GERMANY,22,8,15.073337206355419
1,HEAT_LOW_T_DECEN,GERMANY,22,9,14.201581447074933
1,HEAT_LOW_T_DECEN,GERMANY,22,10,24.861007395717262
1,HEAT_LOW_T_DECEN,GERMANY,22,11,45.487582660632114
1,HEAT_LOW_T_DECEN,GERMANY,22,12,46.264386354341326
1,HEAT_LOW_T_DECEN,GERMANY,23,1,41.4584594034534
1,HEAT_LOW_T_DECEN,GERMANY,23,2,50.79658650492512
1,HEAT_LOW_T_DECEN,GERMANY,23,3,37.72541565835524
1,HEAT_LOW_T_DECEN,GERMANY,23,4,28.430679115037744
1,HEAT_LOW_T_DECEN,GERMANY,23,5,15.305434428949894
1,HEAT_LOW_T_DECEN,GERMANY,23,6,28.346457290308724
1,HEAT_LOW_T_DECEN,GERMANY,23,7,14.205878239359686
1,HEAT_LOW_T_DECEN,GERMANY,23,8,14.970730745785074
1,HEAT_LOW_T_DECEN,GERMANY,23,9,14.201557967335672
1,HEAT_LOW_T_DECEN,GERMANY,23,10,23.606602325701097
1,HEAT_LOW_T_DECEN,GERMANY,23,11,38.80665765132189
1,HEAT_LOW_T_DECEN,GERMANY,23,12,39.39616346494653
1,HEAT_LOW_T_DECEN,GERMANY,24,1,38.250892223015256
1,HEAT_LOW_T_DECEN,GERMANY,24,2,46.49012056759609
1,HEAT_LOW_T_DECEN,GERMANY,24,3,35.234473599900504
1,HEAT_LOW_T_DECEN,GERMANY,24,4,29.03586939448869
1,HEAT_LOW_T_DECEN,GERMANY,24,5,15.352393907471791
1,HEAT_LOW_T_DECEN,GERMANY,24,6,28.948078649392
1,HEAT_LOW_T_DECEN,GERMANY,24,7,14.206089557013035
1,HEAT_LOW_T_DECEN,GERMANY,24,8,15.003438022575576
1,HEAT_LOW_T_DECEN,GERMANY,24,9,14.201557967335672
1,HEAT_LOW_T_DECEN,GERMANY,24,10,24.006626643489874
1,HEAT_LOW_T_DECEN,GERMANY,24,11,35.75095742442358
